language_pair,count,acc_mean,acc_std,acc_norm_mean,acc_norm_std
sk_to_ka,45,0.2444,0.4346,0.3333,0.4767
sk_to_ko,45,0.4444,0.5025,0.4889,0.5055
sk_to_lt,45,0.2,0.4045,0.2889,0.4584
sk_to_lv,45,0.4889,0.5055,0.3111,0.4682
sk_to_ms,45,0.3333,0.4767,0.5556,0.5025
sk_to_mt,45,0.3333,0.4767,0.3111,0.4682
sk_to_nl,45,0.3556,0.4841,0.3778,0.4903
sk_to_no,45,0.4222,0.4995,0.4667,0.5045
sk_to_pl,45,0.4,0.4954,0.3778,0.4903
sk_to_pt,45,0.5333,0.5045,0.4667,0.5045
sk_to_ro,45,0.3778,0.4903,0.2889,0.4584
sk_to_ru,45,0.4222,0.4995,0.4667,0.5045
sk_to_sl,45,0.3556,0.4841,0.3556,0.4841
sk_to_sr,45,0.3556,0.4841,0.4222,0.4995
sk_to_sv,45,0.3778,0.4903,0.3556,0.4841
sk_to_sw,45,0.3556,0.4841,0.3111,0.4682
sk_to_ta,45,0.4222,0.4995,0.3333,0.4767
sk_to_th,45,0.2222,0.4204,0.3556,0.4841
sk_to_tl,45,0.3556,0.4841,0.2444,0.4346
sk_to_tr,45,0.3778,0.4903,0.4889,0.5055
sk_to_uk,45,0.3778,0.4903,0.4444,0.5025
sk_to_uz,45,0.4889,0.5055,0.4667,0.5045
sk_to_vi,45,0.2222,0.4204,0.1778,0.3866
sk_to_zh,45,0.5333,0.5045,0.4444,0.5025
sl_to_am,45,0.2667,0.4472,0.2222,0.4204
sl_to_ar,45,0.4444,0.5025,0.3778,0.4903
sl_to_bg,45,0.2889,0.4584,0.3556,0.4841
sl_to_bn,45,0.3778,0.4903,0.2667,0.4472
sl_to_bs,45,0.3778,0.4903,0.4222,0.4995
sl_to_cs,45,0.3778,0.4903,0.4889,0.5055
sl_to_cy,45,0.4,0.4954,0.4667,0.5045
sl_to_da,45,0.3778,0.4903,0.4222,0.4995
sl_to_de,45,0.4,0.4954,0.3556,0.4841
sl_to_el,45,0.3333,0.4767,0.4444,0.5025
sl_to_en,45,0.3778,0.4903,0.4444,0.5025
sl_to_es,45,0.4889,0.5055,0.4,0.4954
sl_to_et,45,0.2889,0.4584,0.2444,0.4346
sl_to_fa,45,0.2222,0.4204,0.3556,0.4841
sl_to_fi,45,0.3556,0.4841,0.4,0.4954
sl_to_fr,45,0.4444,0.5025,0.4444,0.5025
sl_to_ga,45,0.4,0.4954,0.3333,0.4767
sl_to_he,45,0.4,0.4954,0.3333,0.4767
sl_to_hi,45,0.3111,0.4682,0.3556,0.4841
sl_to_hr,45,0.3778,0.4903,0.2889,0.4584
sl_to_hu,45,0.3333,0.4767,0.4444,0.5025
sl_to_id,45,0.4889,0.5055,0.4667,0.5045
sl_to_is,45,0.3778,0.4903,0.2889,0.4584
sl_to_it,45,0.3333,0.4767,0.3333,0.4767
sl_to_ja,45,0.2889,0.4584,0.4222,0.4995
sl_to_ka,45,0.4444,0.5025,0.2222,0.4204
sl_to_ko,45,0.3778,0.4903,0.3333,0.4767
sl_to_lt,45,0.3778,0.4903,0.3111,0.4682
sl_to_lv,45,0.2889,0.4584,0.3333,0.4767
sl_to_ms,45,0.4222,0.4995,0.4667,0.5045
sl_to_mt,45,0.4222,0.4995,0.2444,0.4346
sl_to_nl,45,0.3556,0.4841,0.4,0.4954
sl_to_no,45,0.4,0.4954,0.4889,0.5055
sl_to_pl,45,0.3556,0.4841,0.4,0.4954
sl_to_pt,45,0.5556,0.5025,0.3556,0.4841
sl_to_ro,45,0.4667,0.5045,0.3333,0.4767
sl_to_ru,45,0.2667,0.4472,0.3333,0.4767
sl_to_sk,45,0.3333,0.4767,0.3778,0.4903
sl_to_sr,45,0.4222,0.4995,0.4,0.4954
sl_to_sv,45,0.4889,0.5055,0.4222,0.4995
sl_to_sw,45,0.3333,0.4767,0.3778,0.4903
sl_to_ta,45,0.3778,0.4903,0.4667,0.5045
sl_to_th,45,0.5556,0.5025,0.4444,0.5025
sl_to_tl,45,0.3111,0.4682,0.2667,0.4472
sl_to_tr,45,0.3556,0.4841,0.2889,0.4584
sl_to_uk,45,0.3556,0.4841,0.4,0.4954
sl_to_uz,45,0.3778,0.4903,0.2444,0.4346
sl_to_vi,45,0.3333,0.4767,0.3111,0.4682
sl_to_zh,45,0.5111,0.5055,0.3778,0.4903
sr_to_am,45,0.3333,0.4767,0.2444,0.4346
sr_to_ar,45,0.5111,0.5055,0.4,0.4954
sr_to_bg,45,0.6222,0.4903,0.4889,0.5055
sr_to_bn,45,0.5111,0.5055,0.5111,0.5055
sr_to_bs,45,0.3778,0.4903,0.4,0.4954
sr_to_cs,45,0.3333,0.4767,0.3111,0.4682
sr_to_cy,45,0.3556,0.4841,0.4,0.4954
sr_to_da,45,0.5333,0.5045,0.5111,0.5055
sr_to_de,45,0.3333,0.4767,0.2667,0.4472
sr_to_el,45,0.3556,0.4841,0.3778,0.4903
sr_to_en,45,0.5556,0.5025,0.5111,0.5055
sr_to_es,45,0.4,0.4954,0.3333,0.4767
sr_to_et,45,0.1556,0.3665,0.2444,0.4346
sr_to_fa,45,0.2444,0.4346,0.2889,0.4584
sr_to_fi,45,0.3778,0.4903,0.3556,0.4841
sr_to_fr,45,0.4222,0.4995,0.3333,0.4767
sr_to_ga,45,0.2889,0.4584,0.2667,0.4472
sr_to_he,45,0.4,0.4954,0.3333,0.4767
sr_to_hi,45,0.4444,0.5025,0.3556,0.4841
sr_to_hr,45,0.3778,0.4903,0.3111,0.4682
sr_to_hu,45,0.5111,0.5055,0.4222,0.4995
sr_to_id,45,0.3556,0.4841,0.3333,0.4767
sr_to_is,45,0.3111,0.4682,0.3111,0.4682
sr_to_it,45,0.3111,0.4682,0.3333,0.4767
sr_to_ja,45,0.4444,0.5025,0.2444,0.4346
sr_to_ka,45,0.4,0.4954,0.2889,0.4584
sr_to_ko,45,0.3556,0.4841,0.3778,0.4903
sr_to_lt,45,0.3778,0.4903,0.4,0.4954
sr_to_lv,45,0.4444,0.5025,0.3333,0.4767
sr_to_ms,45,0.4,0.4954,0.3778,0.4903
sr_to_mt,45,0.2889,0.4584,0.2667,0.4472
sr_to_nl,45,0.4222,0.4995,0.4444,0.5025
sr_to_no,45,0.4667,0.5045,0.4222,0.4995
sr_to_pl,45,0.5333,0.5045,0.5778,0.4995
sr_to_pt,45,0.4222,0.4995,0.4889,0.5055
sr_to_ro,45,0.3778,0.4903,0.4,0.4954
sr_to_ru,45,0.4667,0.5045,0.3556,0.4841
sr_to_sk,45,0.4667,0.5045,0.3556,0.4841
sr_to_sl,45,0.4667,0.5045,0.5333,0.5045
sr_to_sv,45,0.3778,0.4903,0.3778,0.4903
sr_to_sw,45,0.4222,0.4995,0.3778,0.4903
sr_to_ta,45,0.3333,0.4767,0.3111,0.4682
sr_to_th,45,0.4444,0.5025,0.5111,0.5055
sr_to_tl,45,0.3111,0.4682,0.3778,0.4903
sr_to_tr,45,0.3333,0.4767,0.3111,0.4682
sr_to_uk,45,0.4444,0.5025,0.4222,0.4995
sr_to_uz,45,0.2889,0.4584,0.3333,0.4767
sr_to_vi,45,0.1778,0.3866,0.3111,0.4682
sr_to_zh,45,0.4889,0.5055,0.4444,0.5025
sv_to_am,45,0.3111,0.4682,0.2222,0.4204
sv_to_ar,45,0.3556,0.4841,0.4444,0.5025
sv_to_bg,45,0.4444,0.5025,0.3333,0.4767
sv_to_bn,45,0.3333,0.4767,0.4,0.4954
sv_to_bs,45,0.4,0.4954,0.3778,0.4903
sv_to_cs,45,0.3778,0.4903,0.3556,0.4841
sv_to_cy,45,0.3111,0.4682,0.2667,0.4472
sv_to_da,45,0.3778,0.4903,0.5556,0.5025
sv_to_de,45,0.4667,0.5045,0.4889,0.5055
sv_to_el,45,0.6222,0.4903,0.3556,0.4841
sv_to_en,45,0.5556,0.5025,0.5556,0.5025
sv_to_es,45,0.4889,0.5055,0.5333,0.5045
sv_to_et,45,0.3111,0.4682,0.3778,0.4903
sv_to_fa,45,0.3333,0.4767,0.3111,0.4682
sv_to_fi,45,0.3556,0.4841,0.4222,0.4995
sv_to_fr,45,0.3333,0.4767,0.4,0.4954
sv_to_ga,45,0.2444,0.4346,0.2667,0.4472
sv_to_he,45,0.3333,0.4767,0.3111,0.4682
sv_to_hi,45,0.4222,0.4995,0.4222,0.4995
sv_to_hr,45,0.4222,0.4995,0.3111,0.4682
sv_to_hu,45,0.4444,0.5025,0.3778,0.4903
sv_to_id,45,0.5111,0.5055,0.4889,0.5055
sv_to_is,45,0.2889,0.4584,0.4222,0.4995
sv_to_it,45,0.3778,0.4903,0.4,0.4954
sv_to_ja,45,0.4889,0.5055,0.3333,0.4767
sv_to_ka,45,0.2222,0.4204,0.3778,0.4903
sv_to_ko,45,0.4,0.4954,0.2222,0.4204
sv_to_lt,45,0.3111,0.4682,0.3556,0.4841
sv_to_lv,45,0.3333,0.4767,0.2667,0.4472
sv_to_ms,45,0.3778,0.4903,0.4889,0.5055
sv_to_mt,45,0.3111,0.4682,0.2,0.4045
sv_to_nl,45,0.3333,0.4767,0.3778,0.4903
sv_to_no,45,0.4222,0.4995,0.3778,0.4903
sv_to_pl,45,0.4,0.4954,0.2222,0.4204
sv_to_pt,45,0.6,0.4954,0.3556,0.4841
sv_to_ro,45,0.3778,0.4903,0.3778,0.4903
sv_to_ru,45,0.3778,0.4903,0.3778,0.4903
sv_to_sk,45,0.3778,0.4903,0.3556,0.4841
sv_to_sl,45,0.4444,0.5025,0.3111,0.4682
sv_to_sr,45,0.4444,0.5025,0.2889,0.4584
sv_to_sw,45,0.5333,0.5045,0.2889,0.4584
sv_to_ta,45,0.5333,0.5045,0.2667,0.4472
sv_to_th,45,0.3778,0.4903,0.2667,0.4472
sv_to_tl,45,0.3556,0.4841,0.2667,0.4472
sv_to_tr,45,0.4444,0.5025,0.4,0.4954
sv_to_uk,45,0.2889,0.4584,0.3333,0.4767
sv_to_uz,45,0.2667,0.4472,0.3111,0.4682
sv_to_vi,45,0.3333,0.4767,0.3333,0.4767
sv_to_zh,45,0.5111,0.5055,0.5333,0.5045
sw_to_am,45,0.1111,0.3178,0.0667,0.2523
sw_to_ar,45,0.3556,0.4841,0.4,0.4954
sw_to_bg,45,0.4667,0.5045,0.2667,0.4472
sw_to_bn,45,0.2222,0.4204,0.2,0.4045
sw_to_bs,45,0.4222,0.4995,0.4444,0.5025
sw_to_cs,45,0.3778,0.4903,0.4,0.4954
sw_to_cy,45,0.2444,0.4346,0.2444,0.4346
sw_to_da,45,0.4667,0.5045,0.4444,0.5025
sw_to_de,45,0.3778,0.4903,0.4222,0.4995
sw_to_el,45,0.4222,0.4995,0.2667,0.4472
sw_to_en,45,0.5333,0.5045,0.5111,0.5055
sw_to_es,45,0.4889,0.5055,0.2889,0.4584
sw_to_et,45,0.3333,0.4767,0.2667,0.4472
sw_to_fa,45,0.2889,0.4584,0.3778,0.4903
sw_to_fi,45,0.4444,0.5025,0.3333,0.4767
sw_to_fr,45,0.4,0.4954,0.4,0.4954
sw_to_ga,45,0.3556,0.4841,0.2,0.4045
sw_to_he,45,0.4222,0.4995,0.3111,0.4682
sw_to_hi,45,0.2667,0.4472,0.2667,0.4472
sw_to_hr,45,0.3778,0.4903,0.4,0.4954
sw_to_hu,45,0.4667,0.5045,0.3556,0.4841
sw_to_id,45,0.3778,0.4903,0.3111,0.4682
sw_to_is,45,0.2889,0.4584,0.2444,0.4346
sw_to_it,45,0.5333,0.5045,0.5333,0.5045
sw_to_ja,45,0.4889,0.5055,0.2667,0.4472
sw_to_ka,45,0.3333,0.4767,0.4444,0.5025
sw_to_ko,45,0.3556,0.4841,0.2667,0.4472
sw_to_lt,45,0.4444,0.5025,0.3333,0.4767
sw_to_lv,45,0.2444,0.4346,0.2444,0.4346
sw_to_ms,45,0.3111,0.4682,0.3111,0.4682
sw_to_mt,45,0.3556,0.4841,0.3556,0.4841
sw_to_nl,45,0.3556,0.4841,0.3333,0.4767
sw_to_no,45,0.4444,0.5025,0.4444,0.5025
sw_to_pl,45,0.3111,0.4682,0.4222,0.4995
sw_to_pt,45,0.3778,0.4903,0.4667,0.5045
sw_to_ro,45,0.3333,0.4767,0.4889,0.5055
sw_to_ru,45,0.3556,0.4841,0.4,0.4954
sw_to_sk,45,0.4,0.4954,0.3556,0.4841
sw_to_sl,45,0.3556,0.4841,0.3778,0.4903
sw_to_sr,45,0.3111,0.4682,0.3333,0.4767
sw_to_sv,45,0.4444,0.5025,0.4,0.4954
sw_to_ta,45,0.4444,0.5025,0.3556,0.4841
sw_to_th,45,0.5111,0.5055,0.4222,0.4995
sw_to_tl,45,0.2889,0.4584,0.3778,0.4903
sw_to_tr,45,0.4444,0.5025,0.3778,0.4903
sw_to_uk,45,0.4,0.4954,0.2889,0.4584
sw_to_uz,45,0.4,0.4954,0.2667,0.4472
sw_to_vi,45,0.4444,0.5025,0.3556,0.4841
sw_to_zh,45,0.4667,0.5045,0.3556,0.4841
ta_to_am,45,0.2222,0.4204,0.2,0.4045
ta_to_ar,45,0.4222,0.4995,0.4222,0.4995
ta_to_bg,45,0.4222,0.4995,0.4222,0.4995
ta_to_bn,45,0.5111,0.5055,0.4667,0.5045
ta_to_bs,45,0.3556,0.4841,0.6,0.4954
ta_to_cs,45,0.4,0.4954,0.3778,0.4903
ta_to_cy,45,0.4222,0.4995,0.2222,0.4204
ta_to_da,45,0.4222,0.4995,0.3333,0.4767
ta_to_de,45,0.5111,0.5055,0.4,0.4954
ta_to_el,45,0.4,0.4954,0.4,0.4954
ta_to_en,45,0.5111,0.5055,0.4444,0.5025
ta_to_es,45,0.3556,0.4841,0.4,0.4954
ta_to_et,45,0.3556,0.4841,0.1333,0.3438
ta_to_fa,45,0.2667,0.4472,0.4,0.4954
ta_to_fi,45,0.2667,0.4472,0.4889,0.5055
ta_to_fr,45,0.4,0.4954,0.4222,0.4995
ta_to_ga,45,0.3778,0.4903,0.2667,0.4472
ta_to_he,45,0.3111,0.4682,0.2889,0.4584
ta_to_hi,45,0.2889,0.4584,0.2444,0.4346
ta_to_hr,45,0.2444,0.4346,0.4,0.4954
ta_to_hu,45,0.4,0.4954,0.3111,0.4682
ta_to_id,45,0.3556,0.4841,0.3333,0.4767
ta_to_is,45,0.4667,0.5045,0.1778,0.3866
ta_to_it,45,0.3556,0.4841,0.3556,0.4841
ta_to_ja,45,0.4,0.4954,0.3333,0.4767
ta_to_ka,45,0.2667,0.4472,0.1778,0.3866
ta_to_ko,45,0.4222,0.4995,0.3556,0.4841
ta_to_lt,45,0.3333,0.4767,0.3333,0.4767
ta_to_lv,45,0.2889,0.4584,0.3556,0.4841
ta_to_ms,45,0.3556,0.4841,0.3556,0.4841
ta_to_mt,45,0.4667,0.5045,0.3778,0.4903
ta_to_nl,45,0.5111,0.5055,0.4,0.4954
ta_to_no,45,0.5556,0.5025,0.5111,0.5055
ta_to_pl,45,0.3333,0.4767,0.5111,0.5055
ta_to_pt,45,0.5333,0.5045,0.4222,0.4995
ta_to_ro,45,0.2,0.4045,0.4222,0.4995
ta_to_ru,45,0.3556,0.4841,0.3778,0.4903
ta_to_sk,45,0.4222,0.4995,0.2444,0.4346
ta_to_sl,45,0.2889,0.4584,0.2889,0.4584
ta_to_sr,45,0.3556,0.4841,0.4222,0.4995
ta_to_sv,45,0.5111,0.5055,0.4,0.4954
ta_to_sw,45,0.4889,0.5055,0.3111,0.4682
ta_to_th,45,0.5333,0.5045,0.4667,0.5045
ta_to_tl,45,0.4222,0.4995,0.2444,0.4346
ta_to_tr,45,0.3556,0.4841,0.4,0.4954
ta_to_uk,45,0.5556,0.5025,0.4667,0.5045
ta_to_uz,45,0.3111,0.4682,0.3111,0.4682
ta_to_vi,45,0.2222,0.4204,0.4222,0.4995
ta_to_zh,45,0.5111,0.5055,0.4444,0.5025
th_to_am,45,0.2889,0.4584,0.1111,0.3178
th_to_ar,45,0.2667,0.4472,0.3111,0.4682
th_to_bg,45,0.3556,0.4841,0.3778,0.4903
th_to_bn,45,0.4444,0.5025,0.4667,0.5045
th_to_bs,45,0.3333,0.4767,0.2222,0.4204
th_to_cs,45,0.4,0.4954,0.4444,0.5025
th_to_cy,45,0.4222,0.4995,0.3778,0.4903
th_to_da,45,0.4222,0.4995,0.3778,0.4903
th_to_de,45,0.3556,0.4841,0.3333,0.4767
th_to_el,45,0.4444,0.5025,0.4667,0.5045
th_to_en,45,0.6,0.4954,0.4667,0.5045
th_to_es,45,0.4222,0.4995,0.5778,0.4995
th_to_et,45,0.3556,0.4841,0.3778,0.4903
th_to_fa,45,0.4,0.4954,0.4667,0.5045
th_to_fi,45,0.3333,0.4767,0.4222,0.4995
th_to_fr,45,0.4444,0.5025,0.4222,0.4995
th_to_ga,45,0.3333,0.4767,0.2444,0.4346
th_to_he,45,0.4889,0.5055,0.5111,0.5055
th_to_hi,45,0.2222,0.4204,0.4,0.4954
th_to_hr,45,0.3556,0.4841,0.3556,0.4841
th_to_hu,45,0.3778,0.4903,0.3333,0.4767
th_to_id,45,0.4667,0.5045,0.5111,0.5055
th_to_is,45,0.4,0.4954,0.3111,0.4682
th_to_it,45,0.4222,0.4995,0.4667,0.5045
th_to_ja,45,0.3778,0.4903,0.3111,0.4682
th_to_ka,45,0.2,0.4045,0.3778,0.4903
th_to_ko,45,0.3111,0.4682,0.4889,0.5055
th_to_lt,45,0.3333,0.4767,0.3556,0.4841
th_to_lv,45,0.3333,0.4767,0.3333,0.4767
th_to_ms,45,0.3556,0.4841,0.5111,0.5055
th_to_mt,45,0.4444,0.5025,0.3556,0.4841
th_to_nl,45,0.4444,0.5025,0.5556,0.5025
th_to_no,45,0.5778,0.4995,0.4222,0.4995
th_to_pl,45,0.4667,0.5045,0.3778,0.4903
th_to_pt,45,0.5333,0.5045,0.4,0.4954
th_to_ro,45,0.4,0.4954,0.4222,0.4995
th_to_ru,45,0.4667,0.5045,0.3778,0.4903
th_to_sk,45,0.3333,0.4767,0.3778,0.4903
th_to_sl,45,0.3333,0.4767,0.3111,0.4682
th_to_sr,45,0.4,0.4954,0.3556,0.4841
th_to_sv,45,0.3333,0.4767,0.3778,0.4903
th_to_sw,45,0.3556,0.4841,0.2889,0.4584
th_to_ta,45,0.4667,0.5045,0.4667,0.5045
th_to_tl,45,0.4222,0.4995,0.2667,0.4472
th_to_tr,45,0.4222,0.4995,0.2444,0.4346
th_to_uk,45,0.3556,0.4841,0.3556,0.4841
th_to_uz,45,0.3111,0.4682,0.3778,0.4903
th_to_vi,45,0.3333,0.4767,0.4444,0.5025
th_to_zh,45,0.4667,0.5045,0.4889,0.5055
tl_to_am,45,0.3111,0.4682,0.3778,0.4903
tl_to_ar,45,0.4667,0.5045,0.4222,0.4995
tl_to_bg,45,0.5333,0.5045,0.4222,0.4995
tl_to_bn,45,0.4222,0.4995,0.3333,0.4767
tl_to_bs,45,0.4,0.4954,0.4,0.4954
tl_to_cs,45,0.2667,0.4472,0.4,0.4954
tl_to_cy,45,0.3556,0.4841,0.3333,0.4767
tl_to_da,45,0.3778,0.4903,0.4222,0.4995
tl_to_de,45,0.4444,0.5025,0.4444,0.5025
tl_to_el,45,0.4,0.4954,0.3111,0.4682
tl_to_en,45,0.5333,0.5045,0.5778,0.4995
tl_to_es,45,0.4222,0.4995,0.4444,0.5025
tl_to_et,45,0.3333,0.4767,0.2667,0.4472
tl_to_fa,45,0.2444,0.4346,0.3778,0.4903
tl_to_fi,45,0.3333,0.4767,0.3111,0.4682
tl_to_fr,45,0.3556,0.4841,0.4,0.4954
tl_to_ga,45,0.2889,0.4584,0.3333,0.4767
tl_to_he,45,0.4222,0.4995,0.3333,0.4767
tl_to_hi,45,0.3333,0.4767,0.4222,0.4995
tl_to_hr,45,0.2222,0.4204,0.3111,0.4682
tl_to_hu,45,0.2444,0.4346,0.3111,0.4682
tl_to_id,45,0.4,0.4954,0.3778,0.4903
tl_to_is,45,0.3333,0.4767,0.2889,0.4584
tl_to_it,45,0.5111,0.5055,0.5778,0.4995
tl_to_ja,45,0.4444,0.5025,0.2,0.4045
tl_to_ka,45,0.2889,0.4584,0.3778,0.4903
tl_to_ko,45,0.3556,0.4841,0.4444,0.5025
tl_to_lt,45,0.4222,0.4995,0.2889,0.4584
tl_to_lv,45,0.3111,0.4682,0.3333,0.4767
tl_to_ms,45,0.4,0.4954,0.4,0.4954
tl_to_mt,45,0.3333,0.4767,0.3333,0.4767
tl_to_nl,45,0.4889,0.5055,0.2889,0.4584
tl_to_no,45,0.2444,0.4346,0.2,0.4045
tl_to_pl,45,0.4444,0.5025,0.3333,0.4767
tl_to_pt,45,0.4222,0.4995,0.4,0.4954
tl_to_ro,45,0.3111,0.4682,0.4,0.4954
tl_to_ru,45,0.4667,0.5045,0.4667,0.5045
tl_to_sk,45,0.4,0.4954,0.3333,0.4767
tl_to_sl,45,0.4,0.4954,0.3111,0.4682
tl_to_sr,45,0.3778,0.4903,0.4889,0.5055
tl_to_sv,45,0.4,0.4954,0.4,0.4954
tl_to_sw,45,0.4889,0.5055,0.2889,0.4584
tl_to_ta,45,0.4444,0.5025,0.3111,0.4682
tl_to_th,45,0.3333,0.4767,0.3556,0.4841
tl_to_tr,45,0.3556,0.4841,0.4667,0.5045
tl_to_uk,45,0.3333,0.4767,0.3556,0.4841
tl_to_uz,45,0.3778,0.4903,0.2222,0.4204
tl_to_vi,45,0.3556,0.4841,0.3778,0.4903
tl_to_zh,45,0.5111,0.5055,0.5111,0.5055
tr_to_am,45,0.2889,0.4584,0.2,0.4045
tr_to_ar,45,0.4,0.4954,0.3111,0.4682
tr_to_bg,45,0.4,0.4954,0.4,0.4954
tr_to_bn,45,0.5556,0.5025,0.3111,0.4682
tr_to_bs,45,0.3111,0.4682,0.4444,0.5025
tr_to_cs,45,0.4,0.4954,0.4,0.4954
tr_to_cy,45,0.2889,0.4584,0.2889,0.4584
tr_to_da,45,0.5111,0.5055,0.5111,0.5055
tr_to_de,45,0.4889,0.5055,0.5111,0.5055
tr_to_el,45,0.4,0.4954,0.4,0.4954
tr_to_en,45,0.4889,0.5055,0.5333,0.5045
tr_to_es,45,0.4444,0.5025,0.4667,0.5045
tr_to_et,45,0.2889,0.4584,0.2222,0.4204
tr_to_fa,45,0.1778,0.3866,0.2889,0.4584
tr_to_fi,45,0.3556,0.4841,0.3778,0.4903
tr_to_fr,45,0.4,0.4954,0.4444,0.5025
tr_to_ga,45,0.2889,0.4584,0.2667,0.4472
tr_to_he,45,0.4222,0.4995,0.2889,0.4584
tr_to_hi,45,0.3333,0.4767,0.2444,0.4346
tr_to_hr,45,0.3778,0.4903,0.4,0.4954
tr_to_hu,45,0.4,0.4954,0.3778,0.4903
tr_to_id,45,0.3778,0.4903,0.3556,0.4841
tr_to_is,45,0.3111,0.4682,0.2889,0.4584
tr_to_it,45,0.4222,0.4995,0.5778,0.4995
tr_to_ja,45,0.3556,0.4841,0.3333,0.4767
tr_to_ka,45,0.3333,0.4767,0.3556,0.4841
tr_to_ko,45,0.6,0.4954,0.4,0.4954
tr_to_lt,45,0.3556,0.4841,0.3778,0.4903
tr_to_lv,45,0.3778,0.4903,0.3111,0.4682
tr_to_ms,45,0.3556,0.4841,0.3778,0.4903
tr_to_mt,45,0.3111,0.4682,0.3778,0.4903
tr_to_nl,45,0.5111,0.5055,0.4222,0.4995
tr_to_no,45,0.4667,0.5045,0.3556,0.4841
tr_to_pl,45,0.3778,0.4903,0.5333,0.5045
tr_to_pt,45,0.4,0.4954,0.4444,0.5025
tr_to_ro,45,0.3111,0.4682,0.3333,0.4767
tr_to_ru,45,0.3111,0.4682,0.3778,0.4903
tr_to_sk,45,0.3333,0.4767,0.4,0.4954
tr_to_sl,45,0.4,0.4954,0.3111,0.4682
tr_to_sr,45,0.3556,0.4841,0.2889,0.4584
tr_to_sv,45,0.3556,0.4841,0.4667,0.5045
tr_to_sw,45,0.2667,0.4472,0.2667,0.4472
tr_to_ta,45,0.3778,0.4903,0.2444,0.4346
tr_to_th,45,0.4222,0.4995,0.4667,0.5045
tr_to_tl,45,0.4,0.4954,0.3778,0.4903
tr_to_uk,45,0.2222,0.4204,0.3556,0.4841
tr_to_uz,45,0.4667,0.5045,0.3778,0.4903
tr_to_vi,45,0.3333,0.4767,0.2222,0.4204
tr_to_zh,45,0.6222,0.4903,0.4667,0.5045
uk_to_am,45,0.3778,0.4903,0.1778,0.3866
uk_to_ar,45,0.3556,0.4841,0.2222,0.4204
uk_to_bg,45,0.3556,0.4841,0.3778,0.4903
uk_to_bn,45,0.4,0.4954,0.3111,0.4682
uk_to_bs,45,0.4444,0.5025,0.4222,0.4995
uk_to_cs,45,0.2667,0.4472,0.3111,0.4682
uk_to_cy,45,0.2889,0.4584,0.2,0.4045
uk_to_da,45,0.4222,0.4995,0.5333,0.5045
uk_to_de,45,0.4222,0.4995,0.4222,0.4995
uk_to_el,45,0.4444,0.5025,0.4,0.4954
uk_to_en,45,0.5778,0.4995,0.3556,0.4841
uk_to_es,45,0.5333,0.5045,0.4444,0.5025
uk_to_et,45,0.2667,0.4472,0.2889,0.4584
uk_to_fa,45,0.4,0.4954,0.4222,0.4995
uk_to_fi,45,0.3111,0.4682,0.3333,0.4767
uk_to_fr,45,0.3333,0.4767,0.3556,0.4841
uk_to_ga,45,0.4222,0.4995,0.3111,0.4682
uk_to_he,45,0.3556,0.4841,0.4,0.4954
uk_to_hi,45,0.4222,0.4995,0.5111,0.5055
uk_to_hr,45,0.4,0.4954,0.4222,0.4995
uk_to_hu,45,0.4222,0.4995,0.3778,0.4903
uk_to_id,45,0.4,0.4954,0.4667,0.5045
uk_to_is,45,0.3333,0.4767,0.3556,0.4841
uk_to_it,45,0.4889,0.5055,0.4,0.4954
uk_to_ja,45,0.4444,0.5025,0.4444,0.5025
uk_to_ka,45,0.3333,0.4767,0.3556,0.4841
uk_to_ko,45,0.3778,0.4903,0.3778,0.4903
uk_to_lt,45,0.4222,0.4995,0.2667,0.4472
uk_to_lv,45,0.3111,0.4682,0.4444,0.5025
uk_to_ms,45,0.4667,0.5045,0.5111,0.5055
uk_to_mt,45,0.3111,0.4682,0.2889,0.4584
uk_to_nl,45,0.4222,0.4995,0.4667,0.5045
uk_to_no,45,0.4222,0.4995,0.5556,0.5025
uk_to_pl,45,0.3333,0.4767,0.4889,0.5055
uk_to_pt,45,0.6222,0.4903,0.5111,0.5055
uk_to_ro,45,0.3333,0.4767,0.3333,0.4767
uk_to_ru,45,0.4444,0.5025,0.4444,0.5025
uk_to_sk,45,0.3556,0.4841,0.3111,0.4682
uk_to_sl,45,0.2444,0.4346,0.3556,0.4841
uk_to_sr,45,0.4222,0.4995,0.4,0.4954
uk_to_sv,45,0.5333,0.5045,0.4222,0.4995
uk_to_sw,45,0.3333,0.4767,0.3556,0.4841
uk_to_ta,45,0.3778,0.4903,0.5111,0.5055
uk_to_th,45,0.4222,0.4995,0.4222,0.4995
uk_to_tl,45,0.3111,0.4682,0.2667,0.4472
uk_to_tr,45,0.3111,0.4682,0.3556,0.4841
uk_to_uz,45,0.4,0.4954,0.4,0.4954
uk_to_vi,45,0.3333,0.4767,0.4,0.4954
uk_to_zh,45,0.5778,0.4995,0.4222,0.4995
uz_to_am,45,0.2889,0.4584,0.2889,0.4584
uz_to_ar,45,0.2444,0.4346,0.3333,0.4767
uz_to_bg,45,0.4667,0.5045,0.3778,0.4903
uz_to_bn,45,0.3333,0.4767,0.3556,0.4841
uz_to_bs,45,0.3556,0.4841,0.3778,0.4903
uz_to_cs,45,0.3333,0.4767,0.3111,0.4682
uz_to_cy,45,0.3556,0.4841,0.3333,0.4767
uz_to_da,45,0.4222,0.4995,0.3778,0.4903
uz_to_de,45,0.3778,0.4903,0.4444,0.5025
